有生之日责当尽,14,有生之日责当尽，
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1378349347.7745264,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1381511280.330853,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1381823095.8347807,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1383892446.3198538,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1387510891.7634408,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1387630542.3569601,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1395731503.3121746,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1399732894.8412392,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1403980464.4439535,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1406532919.190165,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1408337538.5763047,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1409581270.1907544,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1411555714.3945904,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1422363847.538517,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1423559863.640238,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1436791125.8768847,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1436791125.8768847,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1445430436.6583731,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1445543209.5434606,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1446975248.6101184,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1455132701.4153571,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1457535598.1939254,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1473311043.4508536,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1479687033.1628797,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1484249897.3389518,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1495366256.5774417,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1495366256.5774417,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1495735423.1499259,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1499647257.84986,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1499647257.84986,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1500662645.4625659,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1500879649.7342925,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1508813295.0291967,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1515945950.3944786,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1515953394.2636688,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1517055947.1861486,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1523054939.6826518,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1526457732.0731449,0.2857142857142857
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1533336490.4884486,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1534560218.54004,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1551838464.9019101,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1553193889.2242532,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1553360164.8944266,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1554516889.4728813,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1555034656.2674618,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1558711468.2000937,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1565674339.4461927,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1573970362.5534427,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1581293119.3951087,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1605262529.6540523,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1605404063.1629825,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1617111637.6941779,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,1618912761.3790245,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1636120476.1115153,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1640356571.0837266,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1643263607.0916564,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1644292785.3633871,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1651039017.4125421,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1658186622.6181328,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1658450401.5370872,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1667330132.3111877,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1667330132.3111877,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1669737881.9000278,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1672172120.8284466,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1689968309.8922772,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1690981389.9043069,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1698410435.2765224,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1709622953.0236626,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1716171250.5014641,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1725495181.231473,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1726499256.5866179,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1737025760.0581481,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1737213532.3898025,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1739451658.1920531,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1740331059.2883093,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1751526795.7446747,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1753100601.8636487,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1755929090.9485898,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1760602294.6106431,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1762030396.228792,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1786262002.678452,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1786603769.1894443,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1792902233.1520662,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1792902233.1520662,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1796842338.873662,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1808925953.2127166,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1816833119.8361013,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1817900858.9378932,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1819023890.791708,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1824137197.3507049,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1825376635.693758,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1832077741.1950278,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1838226741.5086155,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1838745007.4024143,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1842834059.7643218,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1842834059.7643218,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1844522057.8149898,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1851939564.2791743,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1855153104.0872192,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1858932075.3735349,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1866733875.2351155,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1880920856.773633,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1887079937.3016133,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1890078213.7107496,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1890470997.3846967,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1892149338.05338,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1893299005.0981436,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1893673065.9137313,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1900090480.4104664,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,1903905780.9341843,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1904634941.2966626,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1905426253.5409133,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,1911330922.1129937,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1913842646.495522,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1921340303.4705269,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1923471483.63448,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1923794276.1980951,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1925726705.5163703,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1926244541.6010423,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1931356145.1660464,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1943208448.9340062,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1945580991.5328877,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,1945647936.4177635,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1956075836.8165116,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1965117945.3755186,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1979298785.755919,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1990229948.4838767,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1991533514.2161283,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1994095696.7392068,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1994912438.7274966,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,1997929668.2904613,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2009402947.122808,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2011012311.9481854,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2017876200.7499397,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2020044840.1265221,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2031971724.5969028,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2036457701.7074196,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2046362540.0891271,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2053341475.2567182,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2065409969.3971705,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2066733266.4651287,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2079932590.3198326,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,2081163100.1114964,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,2097652047.0993581,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2099009918.5738347,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2103641933.5381339,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2108861228.7919805,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2112681713.5984607,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2118046770.4799831,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,2120830509.5214534,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2125162596.0733309,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2146052416.8820643,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,2146593167.0915532,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,2169380213.2460928,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2169566368.6817241,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2176359272.9817643,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2181603814.3635702,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2183368247.1764278,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2185258544.3597717,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2188311580.340178,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2188594734.2781053,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2218443927.346323,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2225444305.1802874,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2235976567.1609778,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,2240333005.8062406,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2256989374.0817618,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2259443004.6526599,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2262585051.1444101,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2263002251.562036,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2276383176.8394413,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2298958563.8459959,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2306604301.5364418,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2320423016.5315738,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2323186177.7637796,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2325870882.7662115,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,2328293120.9429355,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,2330974330.562665,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2340804026.3943162,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2346632645.860117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2355241807.9037471,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2366781458.7443762,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,2367630066.4365048,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2372901459.7415962,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2373736516.0707273,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2391579762.1043053,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2394006766.2810884,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2413112411.2313466,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2413112411.2313466,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,2413222003.8617077,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,2413443809.3608131,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,2416934580.2632399,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2424261163.4382539,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,2424904184.0195107,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2446365326.177001,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2447061265.4280157,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2452645865.2084937,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,2452700515.2805891,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2466906146.1370993,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,2481928245.4806361,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2489291349.2860665,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2489876334.7341051,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2494743303.5883613,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,2501915987.6978045,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2513043559.9919996,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,2517481330.3736472,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2522550932.2645674,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,2533069933.0222793,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2542995521.6147933,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,2546167678.9492698,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2546678257.1085248,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2572035094.1133351,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,2573739189.7516217,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2580299546.5101976,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,2602399757.4946971,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,2604425622.9468017,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2606495938.1378994,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2616001518.2985201,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2624078785.614677,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2625210871.8500128,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2636319114.9364333,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2645856476.9950848,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2648178741.0275826,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2648428334.0675859,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2651097851.9688106,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2657294612.1739774,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2660951723.0931244,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2672460556.4180942,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,2678784683.0504642,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2679470686.1938243,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2692402619.3522706,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,2697169345.8004446,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,2700749496.9244366,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2703595127.4665403,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2709964520.7285075,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2716271234.2832808,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2716591600.5604229,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2724455447.3184438,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2725746351.3139687,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2727008002.049067,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2781605239.4949932,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2785347976.0684104,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2795665853.0803671,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2802532905.2085428,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,2842832583.2602687,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,2845653712.7188315,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,2845653712.7188315,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,2845680769.2149873,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2863470245.1243486,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,2872243072.294991,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,2874575983.4627008,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2896458754.5550437,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2904378601.4432321,0.0
