为什么鲛珠化泪抛,0,为何鲛珠化泪抛？
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,64196368.611367956,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,64256559.591377027,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,64292613.811581276,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,64596884.201009825,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,64596884.201009825,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,64874772.081885278,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,65240056.407059513,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,65321685.791406266,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,65458670.835900135,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,65686527.975714527,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,65847075.583064415,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,66689304.733091839,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,66771400.057459846,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,66805288.447095163,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,66805288.447095163,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,66919535.290983878,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,66958993.597701356,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,67024222.936325543,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,67096235.820369154,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,67261700.22242555,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,67866169.700424671,0.125
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,67881134.718740076,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,68549950.154502541,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,68687101.239017963,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,68703593.218726322,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,68703593.218726322,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,69398714.467119619,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,69846717.62405616,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,69968859.58880356,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,70029777.950516894,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,70150967.442034706,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,70303118.333994314,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,70333035.009013578,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,70334038.074885979,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,70345720.363844648,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,70608494.254161015,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,70609787.276419953,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,70657232.505961761,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,70728545.138635024,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,70819951.391899899,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,71104854.901175439,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,71187659.105300099,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,71192342.838089645,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,71288726.850051537,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,71495444.80027847,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,71516960.289274737,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,71947482.398499802,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,72190028.548517331,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,72325266.784458071,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,72599625.947970808,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,72732455.860215664,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,72796950.746226937,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,72846051.381633952,0.125
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,73242275.154101551,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,73250275.806428611,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,73444645.974174306,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,73482549.879917204,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,73666435.075381368,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,73737875.964150012,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,73883759.894475505,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,74331327.787275732,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,74951793.57626304,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,75297913.059940383,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,75380011.698500827,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,75797028.382630959,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,75873194.816213205,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,75965812.857426152,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,75982097.871011838,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,76033418.92021355,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,76033418.92021355,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,76057974.736771166,0.375
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,76223547.875329122,0.125
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,76426430.576003045,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,76767786.22816354,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,76772743.097103,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,77108423.599059999,0.125
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,77212322.019302621,0.125
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,77261421.906379551,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,77527315.82504721,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,77556984.889187485,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,77602580.780711547,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,77700683.049235925,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,78052996.149059787,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,78077193.870056242,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,78355314.481476203,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,78551336.599382445,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,78697109.655474439,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,78698365.632013068,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,78762808.254659787,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,78883915.628974989,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,78932098.066074625,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,79019791.842982516,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,79132399.248239517,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,79242273.69575721,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,79294338.723348424,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,79298352.769864157,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,79342931.160687208,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,79494361.261654064,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,79571387.086672932,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,79644140.859162778,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,79845788.967972308,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,79949059.480091602,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,80069439.548934117,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,80215855.469697654,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,80226069.530163512,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,80322638.49384217,0.125
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,81002029.544305995,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,81117518.098990783,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,81243910.075331613,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,81601902.496894524,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,81723634.712205514,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,81778312.398088977,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,81984594.332189366,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,82001745.179303423,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,82020564.038816646,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,82153377.125613302,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,82186638.953000724,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,82232216.544186875,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,82244727.272247344,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,82324687.413766414,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,82843263.330149829,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,82966932.365455374,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,82969231.513057441,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,83092951.610457331,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,83886504.170847252,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,84066047.306000054,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,84089063.750696048,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,84320221.574668288,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,84708466.939090535,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,84808684.076533377,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,84959263.262795061,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,85075192.764621645,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,85282026.617644385,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,85294929.783788741,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,85505810.325276896,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,85515691.790149868,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,85554386.701187477,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,85936139.569003388,0.125
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,86054851.58879976,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,86192917.647963777,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,86338271.885977104,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,86469585.638435408,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,86558954.58558099,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,86607691.072821438,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,86607691.072821438,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,86674420.613273039,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,86757871.426674679,0.25
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,86896352.264309198,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,87057234.826181084,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,87321798.091281131,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,87370708.272582561,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,87483064.882424369,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,88082957.644938901,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,88394744.079078823,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,88761935.677873358,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,88788363.923779085,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,88963533.398334369,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,89238941.903591305,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,89393612.90602088,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,89451502.756627157,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,89579179.803785577,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,89663128.937055275,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,89875476.608427823,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,89938527.070916444,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,89949251.029924974,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,89971715.529134393,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,90078516.180097193,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,90147855.082581446,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,90180279.080572814,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,90230780.093424901,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,90233715.89362134,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,90386669.157975599,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,90394620.58386603,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,90434853.595476955,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,90473678.538579911,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,90491311.281698093,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,90547721.987423435,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,90728852.721030205,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,90846512.048183367,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,91054148.500809684,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,92092504.072234467,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,92287238.974525183,0.125
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,92349622.837144122,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,92413788.589221865,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,92647365.923878402,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,92914497.519272,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,93024969.803691134,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,93094044.479970366,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,93510496.387690201,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,93606547.752937362,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,93725994.99918136,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,93931921.878807664,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,94053955.181842551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,94227033.33171384,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,94662525.974244967,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,94842937.33623521,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,95087685.374353677,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,95380152.672957763,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,95392112.684114665,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,95398220.796987861,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,95469393.509569988,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,95476571.776775524,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,95725248.334735289,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,95970134.263375089,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,96077694.297033653,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,96311518.381264001,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,96495166.186536565,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,96633198.285575867,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,97239388.15034923,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,97300013.052391812,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,98192743.431345135,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,98472009.193473712,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,99590813.750286981,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,99735927.894498765,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,99763109.963075355,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,100031911.02790444,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,100083136.48774657,0.125
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,100256624.41615589,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,100314669.26422332,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,100350594.47991069,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,100557535.35519613,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,100782329.41883492,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,100817004.37455061,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,101452114.37277859,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,101559503.07407936,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,101767075.22300684,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,101799888.21101761,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,102647526.63218866,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,102940689.77829181,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,103166031.62653564,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,103494245.51336949,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,103596925.63852452,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,103598115.98680997,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,103697001.3774529,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,104006042.04402691,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,105034545.97093126,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,105446745.40196098,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,105578192.58449967,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,105710890.01392104,0.125
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,105967752.20435056,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,106174791.71123406,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,106182892.95107752,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,106215019.33772476,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,106245006.98908021,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,106502564.52296795,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,106738660.92089655,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,107215903.88238662,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,107371343.85230401,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,107657724.98304701,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,107874649.84422292,0.125
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,108144439.99933147,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,108687379.04200989,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,108778091.14138825,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,109340518.89682469,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,109463869.95459689,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,109484533.82354027,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,109514892.08101882,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,109845659.00988117,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,110369686.62051637,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,110471975.84919254,0.0
