番王小丑何足论,2,番王小丑何足论，
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2073684063.035121,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2075058427.29794,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2086933491.8733933,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,2090763865.9010658,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2092068206.0888329,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2096787509.2783396,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,2102042900.9602864,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2103952683.7525327,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2104897585.0832241,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,2111185890.4680772,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,2116625771.7819295,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2119213382.4324188,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2121950944.43416,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2163072832.3513193,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2170025306.4182854,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,2176137704.8017621,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2185720617.4637189,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2185720617.4637189,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,2190405823.1522102,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2192055542.5069613,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,2198880173.3159981,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,2206697702.4486766,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2208266363.3175483,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2215004728.7136354,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2225505477.3409057,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2226895659.4686809,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2227479931.2366834,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2230155302.3050542,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,2231197152.9287577,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2239366120.6156135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2244182321.6686673,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2249001306.0256591,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2251864083.5002484,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2255347995.7338157,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,2260678924.8591199,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2265157499.194149,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,2274932453.1666765,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2295419801.8229589,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2301668089.9183078,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2309929049.4097433,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2316471784.3658447,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2323853165.3483944,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2331680815.8716936,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2347618083.516923,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2349921134.4537196,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,2351970105.4787707,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,2352523754.0337229,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,2353426350.2747326,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2375592068.7096415,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2378180088.5343614,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2402355138.2481928,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2402569114.0053825,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2403566628.8159447,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2405087809.449162,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2408732094.4326715,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2432686207.8810205,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2439316420.0448551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2448669748.6111159,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,2449642002.8837924,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2459636048.4824848,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2466359633.3252497,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2474780465.3944283,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2482918259.8509402,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2491936918.8322916,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2491941561.2192745,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2492274933.9955721,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,2497613325.0463438,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2498858992.3676353,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,2504125233.1647177,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,2522699649.1195297,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,2522699649.1195297,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,2533324370.3100076,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2538631241.624918,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2543044845.4589319,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2558121056.4411449,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2561333158.395483,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2575332949.6391487,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2583445571.7637215,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2590611337.6132393,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2615434448.0972581,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2643207412.4900131,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2655153674.4719763,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2658982372.7277684,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2659587218.3583355,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2668781359.7380624,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2676476228.9095583,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2680408381.4710274,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,2685228217.9603791,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2701618284.1451969,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2719628089.2550144,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2721047261.608952,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2721982243.8119507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2721982243.8119507,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,2730223573.5978012,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2739887609.0224247,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2754047122.6469493,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2756322358.2121215,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,2770215091.5913057,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2779301257.5929985,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2780269655.8861027,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2791331259.093658,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,2810739970.0545039,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2820528530.1339889,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,2842607320.6720552,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2854662690.2006817,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2860229015.5421343,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2867372266.2581587,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,2874400863.5358195,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2877807862.4724903,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2886378935.842732,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2889253918.6472383,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2892668011.2553668,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2901448148.5835466,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2902390943.5368152,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2910937008.5960793,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2926749744.1833606,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,2929857575.4255481,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2934588399.2556195,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2939167773.8116961,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2956832486.5471644,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2967620601.0868521,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2967751083.189332,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,2971997017.4461207,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2976029892.7088814,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2979587310.1680617,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2982010933.0027962,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2995545845.8886285,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,2999858120.6569433,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,3002537130.083806,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,3002707031.5586739,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,3008723155.5548496,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,3008801624.7975235,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3016829750.4697766,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,3020045566.3504572,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3047674369.3016672,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,3050099408.8205042,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3062619232.3981647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,3069439247.9754634,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3076048622.4838781,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,3082600060.8497825,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3090117426.3955064,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,3092734762.1619682,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3113305709.9885764,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,3115318751.0642338,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,3125840844.5805507,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3130079120.5095282,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,3143599960.8376222,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,3144695516.067471,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,3149603526.8913522,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,3158134738.5381727,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,3169777726.0688162,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,3172101221.8986397,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,3176425438.9082103,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3186874452.9299474,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,3189568669.5076456,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,3210537677.9721837,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,3226577806.5318131,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,3231124637.5080256,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3233786024.4955564,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,3237633541.2979856,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3237668196.0866723,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3251996611.4878421,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,3262360096.0313878,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,3273588929.1330891,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3301831395.8802719,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,3306944160.8238721,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,3311026403.7744217,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,3327213966.2327514,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,3327239113.3550591,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,3355937227.9968777,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,3364755428.305891,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3370260831.8906302,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,3373740346.8840866,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,3374231059.9819484,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3376990629.9395175,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,3392559689.1087489,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,3398153272.6955404,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3401106760.7986412,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,3401296774.2547197,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,3422204389.824337,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3456081036.0824056,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3467326007.6833014,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,3469718562.7562194,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3479395551.9524102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,3490158666.6867256,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,3498164316.5668316,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3500337414.5906062,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3510642526.3129683,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,3525371409.7015719,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3535224523.3025188,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3563218504.5380001,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,3565483864.2023587,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3574184347.1490145,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,3596419938.6365285,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3598448585.3120832,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,3601740346.5530071,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3621427290.4382801,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3631050163.1231003,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3632820612.8723798,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3633520017.2555227,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,3651991821.9439216,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,3658036129.9544497,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,3668768689.2255225,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3682813928.0159435,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,3688596985.9837866,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,3707800286.2584004,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3717081281.0535746,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,3720832618.779664,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,3722055604.0948167,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,3723564936.2989192,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,3738460147.1147251,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3745256976.8589149,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3748715754.4009047,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,3750652252.551662,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,3759285824.7568607,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,3761510767.0973139,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3780459588.5731359,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,3787902229.1960688,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,3807872207.3226223,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,3809192628.2387681,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3819036940.513195,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,3819485100.8349648,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,3842488270.5654178,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,3850393612.8190889,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3865946135.5466318,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,3870440220.4754009,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,3895410910.880034,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3919579320.4747181,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3938721412.9738207,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,3942247289.014792,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,3951627216.0744424,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,3973945581.1641569,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,3973945581.1641569,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,3990420071.3407855,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,3990962128.0003357,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,3992668233.5111375,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,4006737062.2831712,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,4016293552.9444804,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,4018333484.6868205,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,4019423160.4096069,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,4026356638.4425797,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,4034876698.5086493,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,4043718631.8001447,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,4047744649.3179417,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,4154944492.2944093,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,4164182791.5684967,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,4174455902.8463612,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,4175400014.7408376,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,4227464602.5580897,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,4276711606.91681,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,4290046193.8019104,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,4294620313.8380351,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,4302374174.2614794,0.0
