寸土怎能够属于他人,29,寸土怎能够属于他人。
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,73832850.129258111,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,74105601.732868925,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,74119046.736180931,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,74712266.367790937,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,75118025.159419432,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,75257465.619075194,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,77559801.467086598,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,77631079.460222304,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,77923958.952768654,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,77948042.231458008,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,78227788.768268451,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,78300450.199096158,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,78391907.036822543,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,78426040.491800264,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,78562336.029345199,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,79025561.989159018,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,79236125.334872305,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,79441381.607286885,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,79875775.204147577,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,80103266.116654202,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,80452055.874054626,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,80552623.503907859,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,80581810.638770595,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,80737231.071176395,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,81226158.722840667,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,81721495.728214055,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,81963719.84449625,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,82007000.413187295,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,82215194.102241367,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,82314623.503049105,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,82509801.736774802,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,82685275.413754493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,82968325.248866066,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,83477083.520111263,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,83656957.713602051,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,84025260.826087236,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,84086684.283947229,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,84580933.904912233,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,84864347.656636715,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,85287068.605814397,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,85533515.63287434,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,85642358.783217788,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,85816929.660499543,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,85884559.912478626,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,85993920.255072832,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,86222240.34081544,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,87002287.588917837,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,87236726.392692909,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,87986725.050092012,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,87986725.050092012,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,88028366.924050227,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,88160435.133290619,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,88605462.899488136,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,88985631.042991072,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,89394438.050760821,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,89542501.210724145,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,89854147.386297762,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,90692016.358816907,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,90748331.535551086,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,91256259.117535472,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,91403888.441561803,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,91635578.896753401,0.3333333333333333
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,92707463.323259279,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,92818097.461116135,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,92818097.461116135,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,92859582.252337933,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,92933563.411007032,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,93212791.613823116,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,93281482.506936222,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,93457346.823106095,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,93522766.281158447,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,93564373.526310503,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,93650532.233730897,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,94626992.854691982,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,94762565.939696804,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,94960125.910694018,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,95445370.392442554,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,95851788.177662298,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,96022688.432114109,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,96364354.134008795,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,96626458.826433018,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,96927169.52173318,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,97912002.387152046,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,98527420.282615721,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,98613293.84832944,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,98894311.330203116,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,99092431.520796195,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,99411965.14776732,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,99697567.049159825,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,99708271.328014135,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,100094418.93888488,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,100242437.62589623,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,100615559.60406666,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,100711636.1973284,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,100940986.52451517,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,101658312.96943071,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,101997858.94201115,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,102225182.25131746,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,102226730.68243797,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,102501820.30921352,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,102898306.13889219,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,103646755.14062022,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,104327133.63097848,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,104395616.26349707,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,104482151.87161192,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,105319388.31368437,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,105436982.25875071,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,105500344.75382246,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,105751102.60250251,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,105850027.37286945,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,106242309.81580329,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,106382331.07614037,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,106627833.60349265,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,106888659.08261557,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,106888659.08261557,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,106951793.3721731,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,106951793.3721731,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,107241464.85006081,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,108110094.32659049,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,108749286.5206105,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,109338632.05086574,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,109447673.38975137,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,109468960.3578991,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,109947515.45802483,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,110027454.72146201,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,110300333.14442663,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,110321576.42121737,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,110441515.11722505,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,110847654.70917645,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,111207453.01107673,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,111313207.34207593,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,111601869.66850835,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,111643459.63780285,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,112112203.98900554,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,112291080.7313512,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,112521645.363474,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,112624974.0048392,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,112626648.04197446,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,113113947.3134387,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,113506251.4789626,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,113850810.38789181,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,114161627.86715329,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,114448214.23380077,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,114722151.15566866,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,115036636.78907627,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,115283913.22209418,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,115321848.43416925,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,115730021.45903613,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,115805785.4600217,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,116374523.83417714,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,116458109.18101385,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,116527870.04937191,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,116680584.92695478,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,116686827.99634233,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,116914544.32766578,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,117216609.10852374,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,117577123.00812423,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,118697084.59289581,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,119002062.69516864,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,119054478.23288894,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,119169220.37387851,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,120086450.7753236,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,120734150.98959288,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,121719921.63253234,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,121737131.71551636,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,122266151.16401289,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,122940450.82495598,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,123054623.58441021,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,123534526.50037704,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,123631765.53707145,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,124226215.39099945,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,124317130.87429689,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,124491299.38095835,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,124880013.59780341,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,126071517.12354046,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,126592091.82836954,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,126624846.61237265,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,126807892.04324825,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,127345932.4690657,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,128020792.72948912,0.2222222222222222
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,128117432.79766367,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,128578220.77450159,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,128846846.22028127,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,128976598.19109333,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,130438943.5405533,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,130810296.88907012,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,131248029.40095218,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,131325278.2686584,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,131805872.70675196,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,131975289.97244765,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,132075743.86313614,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,132170402.65034004,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,132291605.89634049,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,132414400.09400727,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,133888157.70304137,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,134505498.18907064,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,134505498.18907064,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,134650367.45271498,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,134729121.45567429,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,134805023.87722409,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,135095992.13857913,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,135846668.95738032,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,136492842.52315471,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,136812878.7724475,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,137409351.93425784,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,137508723.35161373,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,137666330.16968882,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,139240183.49275056,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,139588717.15316659,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,139638053.0843837,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,139747992.46148703,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,140116253.62495634,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,140381220.34768847,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,140601975.25064912,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,140781393.56325626,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,140801402.20239931,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,140877651.11165422,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,141183120.75623026,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,143283351.24010685,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,143375277.83630782,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,143472636.45181862,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,144469523.63608208,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,145832666.78511304,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,145948382.24155834,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,146229661.00452915,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,146898044.2159462,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,147460274.34739381,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,147556692.77343038,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,147571823.51482669,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,147596787.51452857,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,148148956.85724705,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,148148956.85724705,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,148978959.73211238,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,148978959.73211238,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,149032778.78428102,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,149274217.75862235,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,149295970.59195402,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,149800830.22287208,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,150317592.83629322,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,151513334.60412735,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,151893969.67347226,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,152012131.33095214,0.1111111111111111
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,152306580.55370775,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,152775564.96992636,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,153120937.64977631,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,154055425.03544414,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,154231326.07009694,0.2222222222222222
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,154444694.05539182,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,154475212.18323115,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,155692225.62491059,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,155731643.63601479,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,156006897.79617658,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,156178151.48325893,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,157225001.99713871,0.0
