残生一线付惊涛,145,残生一线付惊涛。
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,53823887.64255587,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,53872410.647500649,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,54209125.809005134,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,55994049.537948951,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,56189313.766670361,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,56330552.148798548,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,56421914.106008306,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,56622152.406568073,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,56795187.155782372,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,57032680.187478267,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,57687036.813444719,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,59068971.341303967,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,59080143.650709972,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,59104006.273762129,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,59132393.395863257,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,59138728.876478791,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,59668049.51211185,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,59824847.51321283,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,59824847.51321283,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,60221893.502900705,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,60406287.165337726,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,61690877.485657483,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,62558524.400166593,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,63421081.927860901,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,63580800.288195372,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,63976369.651888318,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,63978418.506389506,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,64277590.89115902,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,64310678.781093247,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,64951457.654000796,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,65947580.673368827,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,66886217.345843762,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,67451286.029596612,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,67892111.644020021,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,68355836.519626662,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,68719853.427694365,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,68736369.361816064,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,69236446.881260276,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,70056523.084219471,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,70059900.641654715,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,70209854.392554253,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,70604445.308205277,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,70900991.051160082,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,71682618.367970213,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,72015960.076278538,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,72987953.136943385,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,73971866.335416213,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,74257016.403413177,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,74390027.53972277,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,74643704.714922443,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,74845757.502492428,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,75067962.973544866,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,75164537.526878387,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,75390461.290308356,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,75459402.361231998,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,76062002.379528508,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,76254031.558489442,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,76371275.049516246,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,76422121.97000879,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,76448227.851193458,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,77033387.310339585,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,77348069.950230613,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,77573986.732640892,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,77574651.82975316,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,78050402.851572886,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,78189923.452432767,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,78317055.590204507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,79158801.828286052,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,79766772.53069669,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,80240226.890833408,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,80468347.523519754,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,80722527.051181868,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,80957188.746969476,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,80957188.746969476,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,81542505.841835156,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,81993390.956763893,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,82169514.346789017,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,82208677.589473441,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,82217775.720270991,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,82508082.366131559,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,82753839.42687571,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,83308882.621972457,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,83508403.042627141,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,83767637.949202836,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,84631581.837142587,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,84973871.808567151,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,85809570.673890799,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,85884566.997913226,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,86624448.919496685,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,86698948.801849887,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,86723435.257084966,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,87567443.761295542,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,88506255.375981688,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,89481992.867376387,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,89529298.674215719,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,89558039.197535202,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,89773195.473194718,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,89812194.612501711,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,90122186.849901289,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,90532465.309044659,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,90651253.088042066,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,90791073.661408752,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,90861334.916442454,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,90929617.872474223,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,90941513.137192219,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,91393685.158563539,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,91609364.88800095,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,91638508.997008905,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,92180951.187354609,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,92180951.187354609,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,92775557.434476182,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,92837433.663669541,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,93228104.744046777,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,93793871.528461009,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,93931756.112229526,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,94107443.3536212,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,94465149.508755818,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,94658374.797506243,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,94666762.432696924,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,94711797.400812194,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,94956421.6669496,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,95849054.559401736,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,95853728.697738037,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,95926613.786636308,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,95947152.344675913,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,95947152.344675913,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,96272469.543766662,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,96394867.455388933,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,96849607.208407938,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,97068194.693258494,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,97618643.352283955,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,98477331.469416007,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,99079268.282818645,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,99899283.229741469,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,100644068.54499966,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,100896359.14046228,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,101201903.79989989,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,101245251.1638476,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,103169904.86429863,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,103687464.48747173,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,103973751.74761349,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,104704124.42693856,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,104747987.61946405,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,104869702.63497536,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,105756368.43835917,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,106038043.36811161,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,106303693.51985812,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,106394747.4250524,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,107509056.09361432,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,107731852.6829939,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,107731852.6829939,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,107802551.27516206,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,107912841.271256,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,108163861.09505096,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,108167997.55714869,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,108291867.28469603,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,108384705.73754859,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,108994304.3725346,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,109079083.37404366,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,109994888.5443037,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,110702344.07637307,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,110724938.94752388,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,112060447.15909821,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,112597693.15547799,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,113186673.4553913,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,113694328.68192701,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,114191791.762603,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,114273508.63075702,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,114500430.42009309,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,115076720.73542142,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,115512207.80144133,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,115651859.0984505,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,116027959.7983277,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,116375172.89794391,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,116375172.89794391,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,117002393.08328573,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,117222759.28561306,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,117280853.42691766,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,118184941.06671752,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,118314467.86586931,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,118364583.66096355,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,118604036.6794811,0.2857142857142857
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,118756152.94449021,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,119557233.82470797,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,119713586.70449401,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,120381941.06647348,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,120452071.25403067,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,120556375.08652361,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,121383847.52647744,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,121625825.66551466,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,122259616.11333825,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,122750081.64238515,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,122834566.38797414,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,123130353.01179679,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,123641827.51066962,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,123744849.61316898,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,124282920.52708951,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,124305946.11278462,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,125757162.70992078,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,126766086.06109235,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,126787426.58007491,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,126916668.1418049,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,128129616.41998895,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,128660436.79726581,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,129016151.61852737,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,129079419.35293378,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,129079419.35293378,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,130456435.07147814,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,130492956.42924626,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,131045334.33068718,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,131299870.69915037,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,131307864.37039706,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,131656261.14084531,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,132094538.84954962,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,132295558.76945283,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,132304966.62221967,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,132787089.73743099,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,132979477.7657536,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,133614746.44192681,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,134189697.81137124,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,134949592.71558198,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,134953958.59620711,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,135701806.50556606,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,136907648.14761162,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,136948680.8929643,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,137014967.08761027,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,138533646.87972656,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,139747336.44478789,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,140520799.91349384,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,141877803.59424779,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,143324423.51488554,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,144140023.76212144,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,145570803.24767101,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,146668114.42877156,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,146860079.89566109,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,147152705.65378639,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,147697621.99445084,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,147926310.80626965,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,148980497.23575997,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,149762537.36487243,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,149976935.81334785,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,150100863.62663555,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,150591363.34467494,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,151790661.00802842,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,152043782.15483695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,152431878.75675902,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,152431878.75675902,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,153260281.39674914,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,154603011.37689966,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,154729207.32763997,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,155609045.73497516,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,156458964.50894541,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,156671066.86039719,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,156671066.86039719,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,157207790.83131218,0.0
