我步步行来你步步爬,0,我步步行来你步步爬。
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,417752405.12630558,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,419156042.10370004,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,420787530.27581608,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,421481992.70243782,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,428170361.04003417,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,430461258.35335004,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,432747510.73564249,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,441065939.65987414,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,449339377.12800473,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,457480038.41241211,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,467329329.62528187,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,467799159.07792628,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,470511539.48800439,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,472876283.8217476,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,476218445.63166565,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,476793207.90399516,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,483178690.30101967,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,483317600.0672794,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,485886122.59084755,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,494232105.87663299,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,495342707.02288544,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,501776248.97136372,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,502773200.31478739,0.2222222222222222
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,503842283.85767925,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,503860162.80645621,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,503860162.80645621,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,511363737.45747542,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,511412646.46013832,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,512319400.30548352,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,514431406.27604991,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,514681218.90531015,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,515274777.6541099,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,516438355.94473726,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,520620533.97810215,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,523617661.23720443,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,530075657.04285437,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,530352560.78877085,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,531675877.7697022,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,533385937.88543612,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,533837821.4719252,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,534759172.56936568,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,535397052.2244916,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,536611275.56958586,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,536900147.14105213,0.6666666666666666
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,539407797.61718524,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,540377865.00030589,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,540679188.46462882,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,541686721.01590335,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,543643157.51023221,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,543667766.62715507,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,544328771.67225766,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,545390081.58657432,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,547770451.33927441,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,550525084.52675545,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,550763220.87500644,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,551006641.05032313,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,551761514.45375228,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,553029109.47242439,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,553483992.04540443,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,553483992.04540443,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,555621325.48985088,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,556449383.36669445,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,560294166.69683611,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,561197086.96988308,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,561409041.54157019,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,562651200.50992692,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,562744813.80403864,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,562996257.43405855,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,564329210.52253437,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,564938566.85895205,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,565521560.5310744,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,567812355.82095218,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,568709807.29206395,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,569246711.74729073,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,570531090.43165588,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,571574243.03200006,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,573433383.91928709,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,579266396.22657335,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,579547105.88912785,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,579764387.56712866,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,579991380.52422333,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,582362800.67704141,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,584713698.5414952,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,584811636.16372108,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,586149925.6861825,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,587429781.96308482,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,588124763.91119552,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,588800346.08428586,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,592361925.85313416,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,592783147.56771851,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,595500764.02992189,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,596005215.13428366,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,597058685.12767434,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,598528668.34046912,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,600901030.50501394,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,601291396.49978447,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,603089250.6611644,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,603448066.63114619,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,603519862.68437171,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,603598047.84347975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,605824347.07635009,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,609538054.9389416,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,609684456.29674113,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,610684812.74743271,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,611762919.87000179,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,613009785.52693784,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,613809501.17743611,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,619305717.00770664,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,620877790.73395741,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,621576602.15754092,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,622313174.36638677,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,623417262.32902694,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,624734697.99340868,0.4444444444444444
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,624947780.59688735,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,628714929.710742,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,629063151.52956593,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,629576644.51829278,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,630434497.11719894,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,631251393.06393492,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,633237460.28287601,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,633678327.82248855,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,636205615.07376254,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,638959501.65279412,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,640801492.96890962,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,644939443.90877306,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,646287526.99385929,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,647228359.12252843,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,651394674.69817507,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,655419943.45893955,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,656095272.19622266,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,660855446.26364958,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,662994092.513556,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,665631834.76111746,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,666368525.44817853,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,667116562.89791381,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,669817624.40648246,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,675484285.40028763,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,676743870.49911845,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,676743870.49911845,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,677553379.57416666,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,678920605.93456125,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,680360397.32396054,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,684605839.73076558,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,684712544.33532107,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,684798904.80950499,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,685659007.49481928,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,686314541.9478581,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,690028181.8794409,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,692098768.1304841,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,692870528.7145611,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,693587201.64515066,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,694218011.38095212,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,699669263.13858604,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,702318502.25516891,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,704029321.27461624,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,706960946.45345604,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,707780674.89491713,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,709269741.07501674,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,714161727.3973614,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,715664828.34755027,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,716105269.09322751,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,717128958.52095318,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,719129613.26501191,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,719822413.26834249,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,723807062.57722247,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,727763761.51393175,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,728553247.61130118,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,728972206.84752131,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,731802428.85675704,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,732155291.70566976,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,732387234.79888594,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,738734921.89294326,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,744340480.92942154,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,747129076.15806687,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,755748181.65525281,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,757321165.42863905,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,758156354.51943409,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,758462569.73046446,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,759687447.84808886,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,760443807.4997201,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,760443807.4997201,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,764715909.26578987,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,765925924.47158754,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,765979794.85655975,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,766306776.69348824,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,766533612.52498591,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,768284545.55387878,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,773180611.98149371,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,773197000.80539691,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,773813260.73239839,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,774132218.77774251,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,774132218.77774251,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,774447057.60245442,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,775781918.60896659,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,775850647.85878313,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,776123623.11616921,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,777006017.61967957,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,779358790.16956627,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,779999352.79605007,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,780821857.52388299,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,781890843.06569099,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,782720862.61258829,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,782910899.14362657,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,786948465.03108847,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,786991301.12481451,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,788738669.77449012,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,788940934.49192011,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,789701687.52909291,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,789755833.7570498,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,790021244.99983394,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,790021244.99983394,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,794384474.22014773,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,802299987.81277382,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,803137702.42715514,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,815077101.17929292,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,818000426.99160302,0.3333333333333333
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,818000426.99160302,0.3333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,818529969.73869097,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,821210353.38939118,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,824387450.39779007,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,829173324.82085633,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,829187430.50715053,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,832410656.13676608,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,835934192.75902569,0.2222222222222222
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,836566829.80265522,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,839459433.0675627,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,842607166.95350993,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,842961989.32561672,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,849141249.47339523,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,851175030.92132294,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,856062364.48211038,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,856334579.40772378,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,859476314.30323362,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,865089077.09849405,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,866249789.04151249,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,866577801.39625525,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,869741366.74790168,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,871677357.5427314,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,874697425.51712489,0.3333333333333333
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,876960567.37288761,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,877072331.32593262,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,877429717.40270209,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,878443831.89475644,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,879503945.13245618,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,881737149.92367208,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,883248047.22248101,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,885472775.44059932,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,886444166.95436227,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,889619968.57030261,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,891898761.17930603,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,892098022.39803684,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,894722884.26494491,0.1111111111111111
