催祥云驾瑞彩速赴佛场,0,催祥云驾瑞彩速赴佛场。
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,4265035901.486989,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,4280608529.1766367,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,4321486845.6149464,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,4325471946.8707094,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,4347775140.5942621,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,4358444340.8306999,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,4388579985.3911028,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,4406537949.8279724,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,4545372801.6022663,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,4563159860.3180399,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,4572390155.2189341,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,4573995436.1612768,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,4588724607.1832619,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,4589307344.8096905,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,4596711752.9845438,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,4680265712.2612362,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,4684157628.3174467,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,4715774670.0967798,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,4748132668.1181116,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,4748388635.2174492,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,4751235211.6274424,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,4754832922.880126,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4786073930.4233398,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,4796895775.9823418,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,4837599170.2491188,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,4843354556.9563856,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,4851168585.8015871,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,4878944178.7924194,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,4904557327.6413221,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,4919759682.8777504,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4943341312.0170946,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,4946229264.686965,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,4946724683.041976,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,4953919106.7259436,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,4954532744.2429829,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4967465087.6820116,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,5025877715.7563896,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,5027206538.1451473,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,5043561507.7519798,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,5059905012.1300898,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,5102673231.1548052,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,5109556040.2995424,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,5127422598.5702572,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,5132863576.7303867,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,5201503899.3211403,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,5216591435.6676235,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,5241971551.8827801,0.1
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,5263760593.6611271,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,5274597926.6336565,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,5283468693.1538401,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,5300986995.6983757,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,5325014381.832736,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,5329679586.998847,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,5350606353.909277,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,5364232261.759757,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,5365009704.5882645,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,5377920541.2556133,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,5378064369.5159874,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,5401901958.0255232,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,5425301786.2122231,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,5437046284.5250015,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,5438887393.4427519,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,5439138520.1643419,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,5442397221.3765202,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,5474141181.5700893,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,5522071248.2601414,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,5574708971.4392262,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5581045866.2762995,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,5583126679.8980227,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,5586082445.7983227,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,5596838752.5777807,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,5601324206.8112583,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,5609926926.6448603,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,5614993582.0010052,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,5630788648.9681768,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,5638534507.4214048,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,5645546265.2717333,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,5647752363.9269361,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,5663633343.7637863,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,5689739383.4007349,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,5697508492.2481976,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,5702188530.5672255,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,5708827465.9412212,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,5741959035.1333714,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,5742627655.9260883,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,5748368423.4951553,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,5757280738.4958658,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,5758458984.3699751,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,5800772337.5179491,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,5813188825.5318785,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,5836611623.5436468,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,5850403434.815773,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,5856301186.8616152,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,5867937230.3984556,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,5874299577.256381,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,5893583513.8085737,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,5908402505.5892744,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,5931450792.927372,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,5936560950.2499352,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,5947331442.7548656,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,5959570461.2156296,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5959793610.6472969,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,5970351993.9341927,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,6012913636.8349133,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,6014135587.1813612,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,6028605104.3277941,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,6036212654.0956011,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,6074446288.2282267,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,6087087113.8005457,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,6094149717.6573267,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,6144681545.9479427,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,6183267299.3171749,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,6184001142.9238129,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,6185778317.1910076,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,6214165451.8793535,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,6229657225.262023,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,6235747707.3331442,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,6247637527.274827,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6254199713.693511,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,6276769341.3959227,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,6318313171.857234,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,6332530786.9294233,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,6342795688.6605673,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,6344223375.2227297,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,6345169237.8459978,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,6348363847.0863419,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,6367515005.6283083,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,6381009019.0650892,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,6387068435.0172491,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,6452199252.6979046,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,6461832659.7529659,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,6484840582.0241365,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,6488754764.3104868,0.1
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,6490163875.136611,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,6507297531.615942,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,6519313485.6664925,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,6521154794.3920851,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,6521491285.2069407,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,6538648352.2644825,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,6558507978.2700768,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,6561359158.6023216,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,6580459814.2187939,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,6595937812.795414,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,6622276532.6882582,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6626646556.8669558,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,6634763715.4800606,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,6643128573.2300148,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,6644343286.3192062,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,6655061052.679925,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,6657278338.6320295,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,6683831569.0842876,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,6709058065.5073385,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,6719998005.1264229,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,6727502387.8318663,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,6751716609.4524603,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,6751716609.4524603,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,6757931757.967165,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,6765914149.2176008,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,6777933051.4207335,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,6784191198.8665247,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,6792508222.6986885,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,6811245306.670557,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,6811259087.6093407,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,6826167556.7856474,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,6828134759.9783545,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,6889190666.7584133,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,6889642287.9438114,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,6913302439.1606455,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,6921263407.7950392,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,6931837105.9284821,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,6937917130.8045149,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,6942163597.8380861,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,6947808904.0525761,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,6947808904.0525761,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,6965392146.5457945,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,7015739192.9516363,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,7036024455.517293,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,7038031801.1549492,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,7042972545.7937746,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,7042972545.7937746,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,7063109028.6776667,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,7063279094.9239016,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,7078343405.5434122,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,7086074734.7357826,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,7094670202.7120876,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,7111459627.655077,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,7111459627.655077,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,7131968420.2005882,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,7144814152.5526323,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,7154711926.7143536,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,7191906241.4087067,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,7201107635.8946447,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,7206384781.5094337,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,7206888056.1124334,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,7207317775.5904055,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,7207723536.7163877,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,7215651797.2441711,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,7234055638.1348276,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,7259787388.4720058,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,7259787388.4720058,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7329954191.9343042,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,7333442733.8939886,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,7345169979.5897598,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,7378752556.9888268,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,7402821902.5295172,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,7405352216.6779585,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,7422400765.7311449,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,7427346130.4582415,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,7439328208.0735722,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,7505931763.3072224,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,7527937287.4739933,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,7543318407.9586191,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,7544499367.9645596,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,7569769694.3621054,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,7598668180.0077848,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,7602731508.847394,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,7610046175.5247068,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,7663461910.6314526,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,7672126135.8603115,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,7729583574.6104536,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,7755446839.1159172,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,7756227685.9241209,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,7780709173.9031096,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,7784221287.1278324,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,7797728333.6058893,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,7812292822.970293,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,7837062406.8731604,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,7839533050.9105768,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,7867952219.6502209,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,7906284463.751668,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,7949906438.6605434,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,7969955995.124752,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,7996260134.6765785,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8013703827.9325638,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,8021406776.331728,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,8124828542.2431383,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,8139419201.586134,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,8143528204.3924246,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,8170411335.7717791,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,8194395302.952569,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,8222276407.1459875,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,8256848152.3868113,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,8275975624.8419189,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,8281989410.3710232,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,8320365943.2203217,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,8320365943.2203217,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,8351254331.0953207,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,8356428969.2388067,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,8368055877.7660322,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,8393897541.6584177,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,8395541881.1236954,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,8403228578.1079693,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,8421335739.172945,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,8475224313.9655619,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,8506461009.8415537,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,8533376301.2964249,0.0
