我一剑能挡百万的兵,0,我一剑能挡百万兵。
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,26680326.830902644,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,26708536.924896486,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,26723432.428578224,0.1111111111111111
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,26798233.417458039,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,26862437.411674857,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,26879287.414111473,0.2222222222222222
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,26963854.459014416,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,27022874.001543175,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,27221006.356232319,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,27231124.895045105,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,27253273.212102927,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,27265047.619425915,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,27378262.233521421,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,27396428.874377161,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,27405886.598283309,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,27412689.825392831,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,27443087.223575719,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,27470279.509118456,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,27520352.003683187,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,27600948.381722867,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,27610047.143082783,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,27616386.575493336,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,27767534.335286885,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,27852153.015732288,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,27917469.057577845,0.2222222222222222
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,27932791.044842668,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,28001169.121588659,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,28087669.43514685,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,28125144.225389984,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,28532382.737173382,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,28558086.203336328,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,28706049.516734127,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,28789567.498507082,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,29007013.057077732,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,29029242.561001863,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,29055070.789666805,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,29134700.101805396,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,29194012.024316657,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,29229004.04407607,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,29441548.209495883,0.2222222222222222
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,29506564.002574757,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,29599338.730541769,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,29628507.622407734,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,29674188.429996006,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,29758837.287137177,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,29810238.951305959,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,29998908.886619218,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,30157221.603408463,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,30295429.710868057,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,30341112.66726853,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,30535254.947253983,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,30549174.815512251,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,30708518.008499347,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,30790684.932896011,0.2222222222222222
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,31036265.987831868,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,31117114.837472945,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,31149214.306533523,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,31175543.43623909,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,31187015.031966977,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,31268202.97896279,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,31318320.215066146,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,31348791.719598137,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,31353026.364352863,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,31356542.869771302,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,31385192.232156131,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,31552433.677400585,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,31779189.353705991,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,31892262.405386183,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,31907610.561051149,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,31956007.757729638,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,32195283.031758588,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,32203281.517662629,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,32430416.588846214,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,32443302.412336487,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,32554267.452747058,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,32558634.931320935,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,32570984.871755127,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,32579388.898843098,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,32638931.260889854,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,32744826.250548039,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,32789453.377678204,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,32789453.377678204,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,32862452.84888031,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,33015885.168385364,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,33087893.924129788,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,33115920.296335917,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,33639471.197202414,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,33694251.619016007,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,33720343.825170763,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,33765591.823385701,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,33765591.823385701,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,33808987.804489732,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,33980351.805736311,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,33984592.931919031,0.2222222222222222
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,34059992.945366129,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,34266916.355864525,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,34334939.342886537,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,34349716.887407772,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,34500009.740260281,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,34551190.523425184,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,34554020.620747276,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,34661958.443123966,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,34661958.443123966,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,34739345.300892808,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,34853826.365864553,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,34955834.470639929,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,35039977.51615794,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,35152005.170963071,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,35392894.029734246,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,35411170.56983453,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,35431766.06801755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,35431766.06801755,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,35587614.552856311,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,35752945.785498641,0.2222222222222222
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,35758605.465198316,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,35769422.521795869,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,35788949.392713755,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,35845592.16154471,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,35854617.848859362,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,36004076.150693558,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,36133378.036340028,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,36253849.574262336,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,36289861.274737693,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,36541081.4488355,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,36603208.267703593,0.2222222222222222
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,36724196.794805199,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,36800506.326686189,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,36973030.145571105,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,37019766.457408257,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,37071566.39217747,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,37071566.39217747,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,37519984.327945031,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,37583380.621041626,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,37855349.68128112,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,37911834.797785893,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,37914356.398879685,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,37973317.266007602,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,38285970.850348525,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,38364359.432620004,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,38373458.546502769,0.2222222222222222
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,38402487.929919772,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,38417858.752823636,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,38706187.494423598,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,38783500.155233428,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,38795011.493906729,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,39135467.019176118,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,39189834.001398891,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,39273009.550719686,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,39322236.877253167,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,39475451.059680305,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,39530358.689410977,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,39537650.937756129,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,39546921.885247618,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,39548120.205175266,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,39578865.377361484,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,39672889.940352283,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,39708964.058884569,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,39973596.531709023,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,40026353.680764332,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,40069580.088397019,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,40079799.394509532,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,40097274.579548351,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,40158129.345255874,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,40179147.662345804,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,40286629.69948224,0.2222222222222222
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,40314151.843009047,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,40341399.337229513,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,40408789.376872674,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,40478188.829177752,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,40759461.501094006,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,40774864.252804212,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,40807767.335900664,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,40841462.846251726,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,40841462.846251726,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,40843155.587808743,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,40920268.941549674,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,41093470.718813382,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,41402904.50315515,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,41682791.56877283,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,41801679.259552158,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,41851756.67192962,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,41868728.818337917,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,41869638.876734152,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,41921774.978921756,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,41965303.562493421,0.2222222222222222
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,41998984.38640622,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,42064432.004893944,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,42245155.46269767,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,42269347.357583873,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,42475233.09493693,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,42547610.128110081,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,42549983.156360969,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,42602649.96617832,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,42739519.889962845,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,43281180.018282071,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,43545198.708552733,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,43583802.093980141,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,43623155.193712436,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,43742452.54287836,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,43948273.269700706,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,43961320.886209078,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,44128691.640063934,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,44475980.700790115,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,44767531.492111079,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,44817281.007129446,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,44828258.135577068,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,44864219.385591336,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,45047137.997051693,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,45047137.997051693,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,45073810.411248967,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,45082825.765717976,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,45127495.111872241,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,45127870.468014911,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,45283558.054754674,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,45498773.467123531,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,45506648.721342854,0.2222222222222222
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,45554352.691606171,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,45709564.711528465,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,45784683.24655772,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,45907715.450915121,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,45936981.393895499,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,45944616.949639186,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,46212277.070466571,0.2222222222222222
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,46433626.385772504,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,46568670.855678357,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,46731605.142804742,0.2222222222222222
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,46740908.409272537,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,46925399.796465658,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,47056874.179718673,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,47127558.085607231,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,47160265.707172498,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,47607969.637230493,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,47927124.653604664,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,48138180.422868304,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,48170625.698571078,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,48272903.850970581,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,48596461.595325321,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,48707672.140897155,0.2222222222222222
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,48815603.726787411,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,48848499.419084042,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,49112785.218971565,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,49469555.606992871,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,49933446.940223604,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,49993024.45689173,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,50132533.942164756,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,50433067.039419919,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,50612922.011681229,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,51264872.251037553,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,51492736.408125736,0.1111111111111111
