可算得是一段风流佳话,54,这也算是一段风流佳话，
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1217876700.4719222,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1227091290.3820021,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,1233519075.6091399,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1239020772.6788008,0.1
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1239416658.3255682,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1256059840.8128002,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1279860343.6732686,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1280377532.6860406,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1284614599.345294,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1284615547.6189184,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1301190251.969527,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1313476839.2327745,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1317310571.7177072,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,1322522522.7552357,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,1329145863.3660114,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1341336950.3225598,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1341596883.24698,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1352502980.8255367,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1356551759.109936,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1370766727.6133165,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1376854316.9959023,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1382519219.1437795,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1387590080.4194829,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,1388631301.1663036,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1395182734.0653918,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1402751058.0369012,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1409322266.7577939,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,1409644528.8573303,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1418676515.2636724,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1418784010.0343101,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1434226765.4537528,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1441352051.5394015,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,1450040910.9330423,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1461173168.1590407,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1466609007.7132792,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1468831031.5822227,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,1473161706.994581,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1482427464.8939495,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,1484811877.7009788,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1485112511.2944598,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1485112511.2944598,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1486477528.8095717,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1494663049.9618406,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1497581817.320118,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1502046768.2097895,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1506243652.5465071,0.2
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1511401501.5305772,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1515507338.941299,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1517206177.6636672,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1519463879.4142754,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,1522753886.0046995,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1524817192.3305924,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1535252742.895678,0.2
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1551687227.057163,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1560583622.0681515,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1565577298.0413039,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1567531833.7157617,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1567689665.1788542,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1576269803.8889987,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,1583137961.1878278,0.1
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1588217058.940665,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1594708611.7502387,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1598689527.9671476,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1602459018.2789259,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1604271771.8357296,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1606026262.3925996,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1606075964.7942033,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1606075964.7942033,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1606482438.2190902,0.1
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1610738877.9734445,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1622295774.2619033,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1627168148.9190488,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1635909213.3063247,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1636186718.807102,0.1
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1641953161.0769033,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1647052202.5527966,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1647771770.9902096,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1649224036.798553,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1653135422.8734221,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1658230819.3267758,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1659811150.5275962,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1661997690.5082929,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1678511215.1345658,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1678621760.3031628,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1682965053.8647661,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1684597732.8251362,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1690666326.0715752,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1691414399.9318426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1691414399.9318426,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1694153575.6724713,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1699035089.7542152,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1701677040.20226,0.1
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1704255837.4492676,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1707448976.5257337,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1708895856.53087,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1709116142.6420321,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1712544560.0782897,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1719480859.5403965,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1728852162.3608978,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1730671311.8045359,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1733932808.251364,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1737715839.4847255,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1750013100.5382667,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1751602798.8055978,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1752928838.8621593,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1759070170.224406,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1765925304.8975725,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1767516069.9164615,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1772902945.6929719,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1773168635.542485,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1782990876.0455105,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1782990876.0455105,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1786938730.1334825,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1794921904.8122921,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1808940698.2026668,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1811553246.5694771,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1813407839.1108882,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1814435642.5322695,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1819556318.1431448,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1824772043.2082942,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1828592120.9152524,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1837101784.2578378,0.1
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1844638765.9946148,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,1845227983.1439018,0.3
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1850618031.2408087,0.1
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1853108023.9795198,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1853317505.2597497,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1858372592.2940011,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1858605081.1248083,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,1862164900.144062,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,1868351649.372967,0.3
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1871788863.1674621,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1875890659.6041362,0.3
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1876549776.4901123,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1880243757.0595121,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1880779119.862602,0.1
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1882532166.3857172,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1887631564.3743477,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1887941276.6206744,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,1897973238.0353308,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1904851039.3499677,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1912041407.7257388,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1917375862.7066593,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1932537392.333935,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1938390992.7620242,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1939261566.8756771,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1944369335.7409785,0.1
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1945243253.1993802,0.2
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1949148160.0993719,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1950433889.9120097,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1951312303.2510273,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1956495373.0813534,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1965555860.1198335,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1975118358.1679606,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1979193015.3441286,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1979512097.861223,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1981298020.9960811,0.1
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1985875245.4971979,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1989803258.348608,0.2
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1995341092.4135232,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1997888300.9162304,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1997975551.6651995,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1999115140.0006688,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2012165908.0983393,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2015174817.7761366,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2020038285.5472744,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2023683870.1774652,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2026073255.3814733,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2030630466.5756102,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2030727433.7743425,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2030995427.9600744,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2037894491.3113935,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2037977894.6979947,0.1
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,2041760167.77089,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,2043996023.8543451,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,2046055265.6757276,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2066656767.5751593,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2074491577.3942111,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2078161495.2765813,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,2080041619.8142948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2086048177.9513912,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2090230494.8592491,0.1
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,2101970245.1298869,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2107407011.0405757,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2110009438.1816647,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2113613775.629581,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2122679907.3042197,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2124679978.3466394,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2126552520.0450928,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2133413325.4170849,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2137489244.0077708,0.1
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,2141900476.4374826,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2145240825.317976,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2149064030.4609551,0.1
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,2152053753.7687902,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2156328634.9326181,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,2158091572.4608908,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2161401658.4945197,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2162824888.9605365,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2164058497.6897798,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2178881287.8232346,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,2178907820.016777,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,2203612203.1378942,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,2208496628.2029576,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,2209206243.5379043,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2214684701.6888227,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2214842078.0295091,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,2221483159.2716527,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2225300017.3557911,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2225672311.3395185,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,2226032843.6373816,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2227544114.1289091,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2231308650.9753051,0.1
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2239456856.3242006,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,2240587004.6664128,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2248716561.6900425,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,2254271776.1919684,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2255479145.4814692,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2261927580.3278246,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,2268940854.5031314,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2273128152.8636599,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2273136721.7128873,0.1
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2276989827.7550144,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2288064962.4314618,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2290036283.864553,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2308732424.1172767,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2310194891.2380834,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2310915314.8416972,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,2318352493.3824968,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2318490740.8401337,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2320768761.2659183,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,2321076197.2789245,0.1
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2322802857.9016356,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2323105621.7962432,0.1
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,2324946047.2705507,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2331136069.4303532,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2336007483.7312579,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2336890867.5215106,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2339004533.5517302,0.2
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2341123601.0068188,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2342214790.5719614,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2358277184.0258427,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,2361098502.8865738,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2368924528.035727,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2372871869.3519807,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,2381377383.3364735,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2384433637.9612069,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,2388316130.7610893,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2396793689.0903144,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2407447823.8479252,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2423279520.1684308,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2423707500.0468678,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2430036011.0298944,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2430790563.0421715,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2441288724.249589,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2444967382.6150265,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,2445808343.728786,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,2454512592.848073,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2455449429.8315544,0.2
