种富得富如此报,7,种福得福如此报，
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,145328423.78604701,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,145481562.36765599,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,145822938.13362914,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,145888219.06205532,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,149113344.71980989,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,149758803.70800269,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,149834707.3306421,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,151142928.02448139,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,151851592.55243286,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,152055624.13996479,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,153356239.39492798,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,153606166.57318634,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,160180046.61876178,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,161301843.04435399,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,162520168.23085961,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,162818459.52333337,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,163383318.30810562,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,164521923.04121825,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,171081157.79493541,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,171989881.03851297,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,172930783.0913533,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,178145537.0924305,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,178803828.75398538,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,179235776.50742918,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,179240701.21045941,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,181939031.6671249,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,182126802.20734635,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,182126802.20734635,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,184270191.14162964,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,184388839.28020039,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,184462820.96521044,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,184962081.99905491,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,185834106.42600742,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,187392996.834966,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,187993066.03738102,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,188067742.43173057,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,188202490.30976981,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,190376746.45525393,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,191430774.56698787,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,192678110.15956831,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,193632798.68495828,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,194224103.67662808,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,195211576.30964044,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,196708308.75702083,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,199063094.03053653,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,201703999.50289655,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,202504126.06501517,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,204567772.6954281,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,204672256.47474429,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,204953563.05263636,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,204983249.97998354,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,207263039.36714873,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,207267364.57126835,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,207547473.89667788,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,207547901.42201027,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,210610013.11256781,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,211293190.8371686,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,211867097.90267152,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,211885504.34050986,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,213528362.13414788,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,213947148.79176825,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,214412749.52613509,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,215020672.87413031,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,219461575.18724245,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,221252506.72832721,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,221830062.52516565,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,221874976.58824715,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,224995409.9727349,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,225397839.0007084,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,225954462.87155235,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,227239606.52850237,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,228813562.45025855,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,230566723.41121787,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,230721502.2177771,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,231606748.24102041,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,231875729.3387818,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,233988261.09311411,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,234163794.23675856,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,235123764.91051212,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,237421922.62025633,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,239397533.84853336,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,239654724.45600104,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,240622959.81374457,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,241686351.43265441,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,241688751.8568114,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,241773717.44372651,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,242161103.39496782,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,243412355.26592785,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,244163696.17782024,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,244360251.82421657,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,245810699.30481774,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,247130119.96033546,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,252409847.24875444,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,252839388.83807305,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,253141221.41153204,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,253632972.61739203,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,256318294.90999851,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,256540251.33001095,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,257753164.83352989,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,258306783.4128648,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,258528540.61723146,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,261394295.30498931,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,265775556.11047092,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,266006641.87810043,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,266782363.42436734,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,268427274.56771514,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,269383882.89462554,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,269679420.33983922,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,270100922.78112859,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,270725737.77681583,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,270753130.98649597,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,272814775.54910749,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,274266049.59130734,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,274325689.94926524,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,275122573.77888989,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,277817194.30097342,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,280403353.17735529,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,283370122.74613315,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,284169762.75454843,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,284554339.52157819,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,284827712.99130148,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,285280384.09885168,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,285556027.46233571,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,285687658.0617044,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,285692878.99656612,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,285692878.99656612,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,286066375.33757514,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,286318534.29612434,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,287277520.09618354,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,287456029.18005055,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,287456029.18005055,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,287993288.23362607,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,288729366.99166065,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,289068291.75870484,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,290000618.80710161,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,292813036.08548796,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,293002151.90881789,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,295190783.78898168,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,296126573.56087446,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,297958260.337497,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,298723245.65546048,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,299458619.50730157,0.2857142857142857
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,299489257.73173708,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,300084434.18576372,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,301982331.14681715,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,302146363.90003031,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,305571625.35168344,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,305632529.24846107,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,310182623.80074424,0.2857142857142857
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,310643505.60514814,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,312764280.66943783,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,312764280.66943783,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,312814407.19053447,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,313953982.71720642,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,316806588.21810538,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,318352894.1138767,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,318497172.44879192,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,319230824.63459283,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,319385126.897901,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,319740659.10168999,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,319945295.59247023,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,320748618.13530183,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,320926783.85283226,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,322684585.94844609,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,322933836.03055477,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,323045937.24259382,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,323197256.62749761,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,323467665.70259345,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,325126085.43382215,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,326226385.59704441,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,326765401.45206344,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,327168012.51296461,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,327382266.822065,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,327904466.90749454,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,329345591.1938765,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,330913157.0274474,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,330913157.0274474,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,331216849.25221658,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,333264077.53316838,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,333558031.09062481,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,334755764.7311812,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,334873700.72601455,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,335410436.98284853,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,336661597.43400955,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,336814829.87786454,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,337078403.33967215,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,337446683.25001919,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,337548365.852256,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,337728333.13411182,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,339106828.54811376,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,340652037.22923988,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,340982141.84095222,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,342388209.17793161,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,342899864.43251467,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,343539390.90114129,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,344422318.07250732,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,344784694.99811065,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,345451025.84348309,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,345649368.55060452,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,346740710.61309481,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,347234348.92163563,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,348511752.50632542,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,348744792.04071021,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,348808076.30474311,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,353537019.76741511,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,354363149.6578421,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,354406593.57458758,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,354552224.71041024,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,354638288.8670845,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,355165116.57303107,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,355918588.60826749,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,355918588.60826749,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,356052796.12605935,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,356449449.84033084,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,356561611.20655257,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,356837519.72236115,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,356975048.28091776,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,357455711.93411309,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,357901685.43477005,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,357978420.87218612,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,358772862.0369218,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,360385501.25127888,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,361072537.45276892,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,361400321.2531426,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,361443744.28661186,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,363176808.98973763,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,365241521.39192754,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,368020937.32196838,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,368231354.97735125,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,368419619.72966039,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,370695963.21239477,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,371068830.7515021,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,371924844.8434304,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,371924844.8434304,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,372020614.37137622,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,372121806.45911652,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,372328262.55711949,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,373990802.83953446,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,375311816.81451142,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,375740779.17976636,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,375865224.20469105,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,377120288.16551983,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,378118708.75479919,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,378332736.22683996,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,378646887.44616967,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,379225056.80396599,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,380543941.12253881,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,381619999.66803586,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,381642270.96920502,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,383407631.45059705,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,384693391.40528601,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,385043289.3902114,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,385981399.83311743,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,387406833.37168145,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,388397037.14396447,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,389661047.88085693,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,390754040.40179634,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,392556898.75423616,0.0
