善果心花可自豪,0,善果心花可自豪。
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,118154048.23245849,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,118326830.88748872,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,123240742.12160613,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,125467155.01728553,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,125875486.97813767,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,128862531.2917463,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,129350827.40313527,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,132989941.8307904,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,137281496.43597066,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,138213728.81283069,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,138311151.95387447,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,138319649.72647628,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,138807367.33861747,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,139050716.99545974,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,139403382.91788349,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,139434324.20864016,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,142356695.39962697,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,142639337.98983139,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,142954090.9678916,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,143926978.62438336,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,144561688.70205078,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,147021077.01713595,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,148313612.44576702,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,148746119.72240368,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,149030288.42471188,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,149041719.08434695,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,150724121.9807415,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,150953930.38062513,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,152115462.45567748,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,152145594.83542556,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,152816705.13550866,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,157999157.56529209,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,159722357.31534427,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,161026047.3670854,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,161359392.57424504,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,161692660.70908967,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,161838124.51487622,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,162091673.9185479,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,162623340.7682665,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,165717280.49074391,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,169086265.62405285,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,170676408.4111526,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,170964311.11949345,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,171706832.74181041,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,172673582.17341796,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,174044565.38415766,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,176850914.74348518,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,176961511.06167719,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,177223449.15509376,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,177536209.36269116,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,178201172.86658227,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,178490714.71789792,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,179161975.68832803,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,180510331.58531415,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,181704929.14701334,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,186205333.02279636,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,186813616.20247847,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,187263034.93213376,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,188269259.03326857,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,188605259.52177382,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,189340398.58333719,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,189342694.91536182,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,189920433.04021713,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,190506436.25370973,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,192756606.15821967,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,193008125.54694349,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,193605834.31226951,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,193707420.98827636,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,195554310.70761561,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,197028415.05750036,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,197640330.83339128,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,198674069.84446457,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,199082745.01040962,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,199231906.35138959,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,199421316.58914378,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,200289615.07464248,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,200782332.01997817,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,201907615.67225504,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,203170671.10106963,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,204846880.87402353,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,205256716.0529916,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,205671903.72785708,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,205892518.38920686,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,206730058.30903706,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,206841967.36696374,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,207603902.35697195,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,207895842.79002565,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,208344828.38614407,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,208529417.90362704,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,208805031.55004683,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,210053289.54774964,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,211085728.03933093,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,211131053.19211134,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,212031037.58524355,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,213670904.80453128,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,213951834.72674367,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,215117101.97884887,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,215618780.7769894,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,215889881.11987662,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,216106307.39450544,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,218766816.6614154,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,219603037.88306478,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,220035020.56198204,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,220417980.17847556,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,220819455.40634894,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,221284856.19302899,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,221504217.20562425,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,222995951.34855887,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,223587518.82477325,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,227280725.92635942,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,228340883.8670058,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,228950496.49558976,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,229308704.52804312,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,229376967.29693592,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,229376967.29693592,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,230378796.43853417,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,230555681.80327192,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,231230466.25862968,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,231697554.86283708,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,231787906.71495813,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,232052330.91475573,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,233861409.53513432,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,234282698.12073359,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,235371267.09408852,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,239592840.86175969,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,239754142.912999,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,239928456.88241148,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,244230268.50933346,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,244425763.12530142,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,247133367.96969309,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,249417259.04064965,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,249417259.04064965,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,250605446.94949281,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,253450382.17558822,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,253869821.59431812,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,255867821.22718099,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,256075646.25474516,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,256830470.45671952,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,258685940.79747725,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,258780491.60482058,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,259774747.67720583,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,260336622.6532706,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,260459048.45966733,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,262513983.43233541,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,263619728.63991868,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,265305606.61016211,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,266291947.51670823,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,268185665.60826334,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,268836585.49440777,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,269855730.60619593,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,270953249.00746971,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,272161055.37182665,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,272825738.35170197,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,273023178.44414878,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,273249047.55189943,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,273957921.39401537,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,275527884.83557743,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,276166218.54810673,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,276378746.02286887,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,276607624.77057356,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,277687662.4362151,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,277742759.32667875,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,278185867.35814542,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,279119478.48845136,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,279142260.47678041,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,280176705.43831515,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,280480508.96579015,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,282926973.51510215,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,285776078.76932353,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,286179327.47798342,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,286311025.81495458,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,287594534.43389446,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,289312637.66493249,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,290472374.80167818,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,290645204.75363022,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,291790095.19121879,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,292088128.11823708,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,292460260.19683069,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,292631829.50085986,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,293247407.86230928,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,293975857.53581887,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,295450372.49592042,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,295584793.05743659,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,296771088.87397611,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,296809564.54199249,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,296854339.32583475,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,298118542.19652516,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,300096658.87525231,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,301390595.9805156,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,302764744.14629865,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,303684808.9360984,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,305318669.71073276,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,305655483.13640481,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,306737549.9975127,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,308275079.56326306,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,308364655.72301978,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,308506796.1911571,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,308687904.81143075,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,309357119.84060103,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,309647675.42852008,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,309857979.94250536,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,316380239.33346546,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,317677052.35305017,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,317677052.35305017,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,317949292.1883629,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,318338240.38408881,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,318648392.02976549,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,319030399.20682555,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,319461066.43959123,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,320113903.06634969,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,320256513.81855655,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,320256513.81855655,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,321218056.83059299,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,322427669.25996655,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,323457846.65666151,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,324768413.1224314,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,327698633.11163586,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,328053259.43264681,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,328067701.5899753,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,329220510.82144803,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,329422779.61174494,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,329424485.35712409,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,329621596.66338784,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,332743327.15899754,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,332799764.4790054,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,336285324.47406024,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,337039006.44855529,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,339781485.19980448,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,340233632.26782441,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,340398888.94694644,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,342168293.39486885,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,342534134.03420454,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,343986144.22723472,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,344619678.6611985,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,345667006.61310697,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,345670980.5410493,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,346137002.98065114,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,348254092.2273497,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,349255490.20036238,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,349902000.47787315,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,353462974.65584385,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,353462974.65584385,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,354594821.68868518,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,357621782.63359296,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,359926938.21125329,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,360387204.21842772,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,360387204.21842772,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,361311655.65056908,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,361566478.89351863,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,361594343.75523752,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,364806023.84062237,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,366506099.487593,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,366535859.27173513,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,366732295.96263927,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,367940313.90255541,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,368717116.57461733,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,369445593.96037155,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,369593458.91715544,0.0
