猛抬头见碧落月色清明,0,猛抬头见碧落月色清明。
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,265627790.70076659,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,267484673.92834249,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,268129509.65480697,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,268154203.57261103,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,268407606.58294213,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,269770530.63466573,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,270133108.45398349,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,272253377.05226004,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,272671221.71789855,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,274764631.31412864,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,275180844.0298416,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,275923119.08170438,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,276182825.79378009,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,276218293.86130702,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,276289026.79702157,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,276651408.46477598,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,277947563.20911145,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,279071808.39993095,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,280864169.33746815,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,281624899.29727602,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,282301019.01214695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,282322705.16645622,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,282494378.65117806,0.1
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,282756748.3262248,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,283050224.73769957,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,285090652.21668941,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,285797259.52253336,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,285847432.46378481,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,285976089.67468405,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,286308369.12439483,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,286661160.52895349,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,287072127.74265862,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,287711935.90550596,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,287921198.81520385,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,288015640.24138182,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,288831941.46968955,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,290057235.95198512,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,291298881.60699439,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,291530953.70990896,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,291547564.33402079,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,292291816.42071307,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,293563508.96820593,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,293888927.37224311,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,294428522.53440416,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,295205659.41139495,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,295605905.74547863,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,295887707.54346669,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,296528942.07700962,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,296804064.87797713,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,296898262.7816515,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,297967518.05607325,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,298094129.35618347,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,299555064.54434836,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,299589070.90343511,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,299699713.32320917,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,300210824.38195962,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,301214429.81997323,0.1
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,301773554.49244028,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,302203093.08741611,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,302520206.42157441,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,302645084.93801844,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,303151996.44683343,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,303909883.1713739,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,304250635.69843805,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,304447084.26223159,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,307361595.15375268,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,308736461.30415541,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,308820765.13709986,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,309397215.98487729,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,310410401.61396909,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,311365455.81123602,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,312140704.84721547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,312550286.3513248,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,313821070.50615031,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,315136646.82031769,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,316495298.2951597,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,317358979.05674231,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,319322414.88774604,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,319707669.32447302,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,319717509.7322033,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,320928457.07071024,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,322932957.36124068,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,323776961.27894408,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,325340570.62011868,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,325691505.30959314,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,327483845.30130845,0.1
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,328777569.51471066,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,330764276.03492534,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,331423372.23606217,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,331521396.89376199,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,332394539.44164985,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,332539239.53779995,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,332677391.2039119,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,333399505.76669443,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,333762697.90257204,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,335532026.23056763,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,337035036.66942722,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,337287288.19432378,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,337399968.01326078,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,339734163.88582611,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,339895339.46267241,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,340168458.36878151,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,341309418.84232402,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,341850875.55533212,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,341921943.37082756,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,342063259.37021822,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,342398811.89017153,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,342707295.40139598,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,343661334.22021389,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,344305885.51043636,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,344927065.88110507,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,345341995.71160346,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,346294267.2170974,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,346899708.43998605,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,347023161.74311078,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,347200749.12091768,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,348953575.8604427,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,350271314.11853135,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,350581089.43796545,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,354585225.48589736,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,355646381.06924826,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,355779326.86010808,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,355885273.28214461,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,357336344.63945377,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,358179406.82330585,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,358509642.52928889,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,358698496.70461881,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,359770331.69179314,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,360315179.00755268,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,362041440.249506,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,363182663.68468314,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,363182663.68468314,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,363423183.93452698,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,365504557.34740776,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,365962480.83940375,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,366721353.62790209,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,366819536.82397711,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,368258805.26914382,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,370170390.75825548,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,372802341.31354505,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,373268834.74367428,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,377379597.3256315,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,378276536.74981147,0.1
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,378596878.68827599,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,379482738.07916135,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,380479597.77779388,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,381900804.12647808,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,383284072.55833018,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,383367193.87495476,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,383521007.70729518,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,384295862.8884896,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,386878363.24839085,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,388070487.55381167,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,389050076.07313746,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,389455960.00360006,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,391128569.46046668,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,391284903.26360232,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,391587531.88418186,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,391990035.92072535,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,392154409.99470973,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,392847538.88202405,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,393202986.1483689,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,394559401.55730146,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,396080556.39838421,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,396744161.91276026,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,396948015.91535038,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,400718676.4652586,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,402330294.41721219,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,403874122.81471038,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,404283163.69646817,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,404304638.13285017,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,405447057.33038503,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,405971727.36695641,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,406122186.44900858,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,407779669.87411302,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,408141215.4030605,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,409766204.22492987,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,409816659.3725816,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,409824728.950396,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,409993567.84640503,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,411349722.23678899,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,412749606.94534612,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,414008372.08641833,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,415056717.74792653,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,415865980.87351078,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,415930741.14080054,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,416435140.27611607,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,417085614.08639938,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,417950377.36777639,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,419806203.62451679,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,423418548.37087619,0.2
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,423887469.81883818,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,424082120.68597555,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,425215676.89763689,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,426387834.17504442,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,427295047.23006433,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,428455253.45004004,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,428713795.86834836,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,428800659.16309744,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,430832908.70172733,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,431012274.88421136,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,431012274.88421136,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,432003609.2468996,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,432480004.69712126,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,433109022.20597482,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,433391414.08674181,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,435128009.13304043,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,435885694.71339822,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,436397280.70975339,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,437736686.3298021,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,440759349.61345768,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,441580169.42056251,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,441789536.59247309,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,442203629.94723982,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,442336854.48302943,0.2
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,442431280.41745245,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,443461257.83720988,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,444311439.46688884,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,445308308.17311406,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,446593081.68418986,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,447482895.04658532,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,447878202.16672212,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,448844517.58617443,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,448956003.22560161,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,452634290.87835807,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,453770844.83680546,0.1
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,455475179.80038434,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,456248215.52052575,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,457413029.36941928,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,458171984.99424696,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,461419392.65417564,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,461437649.36074871,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,465303116.56448221,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,465501666.37326384,0.1
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,467168186.86609894,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,467321200.09382427,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,468114149.41224378,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,468937949.48830283,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,469662236.296538,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,470697317.6414398,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,471474864.58803147,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,471474864.58803147,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,472626645.47428292,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,475717385.36651468,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,476249935.41546077,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,477508578.33895266,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,477508578.33895266,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,479504882.8354364,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,482882330.8581003,0.1
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,490497225.98843908,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,490980774.40903479,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,491720951.53029436,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,492658474.64209002,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,493060727.77157652,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,493063516.84566361,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,494699246.71290416,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,495120229.94128811,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,496189480.74848819,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,498371809.37304604,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,499890890.25526029,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,500446171.01649529,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,500837850.95714712,0.0
