寸土怎能够属于他人,6,寸土怎能够属于他人。
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,51853146.893004373,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,52108866.895629801,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,52137013.912122242,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,52211201.600618526,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,52378501.375028729,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,52614738.233129434,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,52717161.872495621,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,53025612.351348855,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,53078039.471145488,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,53116091.323212199,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,54066555.16600652,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,54066555.16600652,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,54113943.495984398,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,54713112.873370931,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,55087757.341817237,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,55099869.98239281,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,55251138.947966002,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,55358796.805972598,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,55847970.895025589,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,56137169.309239291,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,56389487.89344129,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,56927505.291102044,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,58094970.728937037,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,58316766.231802255,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,58340805.573431209,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,58554175.611361645,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,58697582.886753216,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,59005520.407800645,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,59017902.847913973,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,59162132.441063151,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,60219149.221318491,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,60455654.919233695,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,60506642.393629968,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,60911252.165491752,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,60915499.235685989,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,61063884.503027029,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,61139305.385087334,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,62132437.428864598,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,62270640.927431092,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,62435854.453654923,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,62472712.384840086,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,62504689.836896524,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,63205234.774188578,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,63237153.681884557,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,63312636.098826937,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,63550236.452020489,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,63567372.996538565,0.3333333333333333
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,63779920.625068732,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,64111073.119275831,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,64122870.972766578,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,64217141.606078893,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,64325968.565876313,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,64484987.059130065,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,65230696.389239036,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,65498774.886717185,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,65851948.897171482,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,66297365.570810027,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,66710037.248140916,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,66883751.553214572,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,66951267.268962488,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,67480600.184717491,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,67693933.138089031,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,68010033.027929202,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,68491382.470102444,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,68839965.190194651,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,69152419.20136261,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,69541722.548946083,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,69647987.573007852,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,70899975.904456362,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,71078413.113378465,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,71140526.31727922,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,71171301.338181436,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,71171301.338181436,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,71293708.364272177,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,71306462.804594249,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,71770228.978806034,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,72368324.46054858,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,72679965.804109991,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,72681226.246932536,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,72857890.68097499,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,72901135.577285647,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,73016138.775291741,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,73042233.869899958,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,73302262.772051752,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,73420074.539303407,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,73742645.589409947,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,74045541.056325018,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,74168560.702576503,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,74202554.441500366,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,74483234.751083478,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,74694135.742436275,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,75096665.16630052,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,75554879.030786037,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,75554879.030786037,0.2222222222222222
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,75569883.583806947,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,75715343.148943961,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,75771570.749245733,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,75818539.148676619,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,75884969.780704618,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,76110336.004791915,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,76561075.889129594,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,76567759.064121336,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,76993169.231668308,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,77684177.629481286,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,77692580.595554575,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,77743985.647026271,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,77750736.684201971,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,77896214.151442394,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,78112549.750657216,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,78380436.567719474,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,78569547.251827896,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,78588036.099662021,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,78772974.41848281,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,79048007.58683452,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,79094652.79764007,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,79133495.412652478,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,79267549.473024935,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,79315251.534025222,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,79327887.965712741,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,79345770.49311398,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,79930592.286516219,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,80111370.502942935,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,80214267.543152913,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,80220031.756458253,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,80708312.177448079,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,80931350.854703292,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,80946886.294022366,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,81148134.708674312,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,81402076.48249726,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,81734610.718606532,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,81793274.4001237,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,82416887.063021496,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,82433491.664199382,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,82503636.27710934,0.2222222222222222
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,82803460.329269856,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,83116858.198523879,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,83317250.017205209,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,83373525.520538375,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,83373525.520538375,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,83374309.569586366,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,84143698.854891151,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,84501792.055611268,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,84711263.217706814,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,84941394.062267691,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,84978357.294497192,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,85118986.484228998,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,85230836.718154907,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,85986680.238028854,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,86071119.189869255,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,86290942.093808159,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,86508505.474544644,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,86664392.194676071,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,87195852.132717267,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,87451622.622895032,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,87497100.955889553,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,88094105.36731936,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,88424976.834774971,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,88802298.154031679,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,88821778.160638735,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,88992268.559026256,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,89080185.599826887,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,89105280.554745018,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,89165880.576277837,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,89171023.202232838,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,89176014.10898836,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,89426543.739189848,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,89573538.567537978,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,90269915.152695745,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,90332665.245448545,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,90742817.50987424,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,90965666.079436108,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,90965666.079436108,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,90997966.376801133,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,91045525.420446008,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,91424544.058391735,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,91479891.254997477,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,92122817.196967289,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,92678798.692249507,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,92678798.692249507,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,92863700.179970533,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,93378711.16410546,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,93676556.113695905,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,94413923.714668244,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,94452918.214966536,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,94782046.69707045,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,95308430.202853248,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,95404000.86703673,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,95728169.322974816,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,95826584.671543598,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,95924068.713954315,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,95982703.176746592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,96117112.799111277,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,96208202.476723745,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,96218055.836120874,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,96218055.836120874,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,96505340.157014936,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,96713127.671591699,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,97055966.747486532,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,97667595.637961999,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,97966156.970419347,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,98031677.099720716,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,98899135.775795951,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,99075897.766267762,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,99424763.218269572,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,100410605.794735,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,100681632.33619313,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,100796664.61233731,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,100826860.85021341,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,101112882.2213116,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,101151564.99206656,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,101182679.02044411,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,101443940.4157016,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,101478413.11069444,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,101823737.52131124,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,101908023.55553637,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,102182990.49779455,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,102383858.73816782,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,102535329.6138241,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,103207880.60748991,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,103871149.89605148,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,103956095.62058309,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,104010054.6718092,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,104070495.2142961,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,104793397.68808979,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,105997899.5502781,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,106065166.58268411,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,106392293.3930658,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,106396020.97485952,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,106578085.23881768,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,106715680.72456244,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,107054783.46264207,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,107169325.78487994,0.2222222222222222
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,107200248.57548307,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,107310103.67606626,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,107367157.86471231,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,107367157.86471231,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,107380050.1938273,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,107834061.38137895,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,108029850.89802724,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,108048409.27156369,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,109014029.82998027,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,109546592.48424421,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,110195333.0210142,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,110453572.4051439,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,110667801.56763002,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,110748575.22303417,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,110792401.34239511,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,111347584.98663676,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,111767378.76199643,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,112004644.32162471,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,112363095.46889168,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,112463135.70491767,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,112533665.97459953,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,112912982.43029128,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,113028828.01253609,0.0
