柳暗花明休啼笑,1,柳暗花明休啼笑，
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,406752228.2188828,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,410217621.49388993,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,415269222.93339562,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,415568760.03125685,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,415872844.84151149,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,416966801.67296755,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,420298665.44956893,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,421814220.15520298,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,422675118.84369075,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,428723205.97890627,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,428858386.92057669,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,429130494.71452349,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,429550232.61413616,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,432618712.16304481,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,438838797.06855625,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,440598366.59103566,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,443012349.83843225,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,444084483.54374516,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,449429176.03925741,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,451933452.06848788,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,457743403.00142777,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,460741929.5259279,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,462441249.95564014,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,467301074.90551043,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,469282728.15883517,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,470463955.66904241,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,470965355.6629256,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,477218775.92696202,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,477533261.14964384,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,479188166.12197745,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,479505980.13666105,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,485636951.335913,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,485778470.18397027,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,486098504.91405123,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,489664071.06292701,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,492448702.86896461,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,493842798.58456689,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,494753924.28362483,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,495124128.02140141,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,496719697.33879399,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,496742049.00385517,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,498286094.17148751,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,498757851.43876094,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,501306449.43260539,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,507898212.50622153,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,510207792.52451605,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,513032813.30140358,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,514962311.95254803,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,520361056.51518309,0.14285714285714285
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,521730891.60993725,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,522635667.14892,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,523127423.54789937,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,524069313.53962559,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,525200372.9580881,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,527107255.57791293,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,527113469.26833141,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,528426395.06875747,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,532563399.04859543,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,535474815.66299933,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,538843949.48363709,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,541055992.18060625,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,541462969.83898735,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,541783105.05822074,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,542907562.61736345,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,545295188.42574787,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,546853258.42407215,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,547233033.50247061,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,547808559.08560205,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,549422492.73319209,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,550280899.75191331,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,550841249.39309657,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,551628747.17420793,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,562933391.47812736,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,564498342.46124256,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,565143337.00824964,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,570036719.29723942,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,570723899.12019134,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,570937773.89115012,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,574034227.53367317,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,574696668.47565734,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,575505755.92778754,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,579783511.88078916,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,582150659.80476415,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,582294894.97936773,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,584887495.25322664,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,586123848.58845305,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,587229787.46736085,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,587229787.46736085,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,587583845.58747411,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,589038864.17155814,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,592790016.62477815,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,593954757.66382909,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,597598431.89995956,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,597830452.116395,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,602665786.98235273,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,606898403.3395083,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,606955074.5369252,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,611412831.81882477,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,615641421.27820671,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,619895352.08477092,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,622213507.23964751,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,624172981.03187442,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,625402566.78493285,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,626167182.94890785,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,628478319.42784297,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,628748803.84850371,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,628988900.19622242,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,633444816.50658607,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,633562904.43958509,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,635893866.77353764,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,638860641.49177349,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,641871355.47705245,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,641963076.79245114,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,642358668.33929539,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,642390413.53604102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,646020487.53069305,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,647374810.32546926,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,649833364.81358075,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,650113602.27527118,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,653053200.40561354,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,653140200.57884812,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,653725478.91143978,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,654988953.77730238,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,656625212.86425507,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,657848691.72453475,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,658706681.52750051,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,664956919.06219018,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,668389004.63435984,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,669842047.75014234,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,671784711.83289087,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,673773087.74375725,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,674015512.43059325,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,675740918.52755356,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,678066677.54266226,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,679038627.42240655,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,686179169.84593534,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,686821070.00033975,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,689165228.79482627,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,689628136.85831833,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,692761915.8641063,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,693228441.03435433,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,697912687.86482513,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,700907045.74824202,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,701584354.46845305,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,704186857.90098083,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,705905788.96153283,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,708673961.0306859,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,711097877.82665217,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,718901449.10261631,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,720370523.07871354,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,723261662.99900019,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,725540278.2609241,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,726745118.14896023,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,729518008.61312366,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,730103492.85432041,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,731038471.55498254,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,732365226.76406634,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,732732622.69032669,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,732732622.69032669,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,733010759.8926723,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,733949470.69370401,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,734743947.54413521,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,735992536.74426818,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,744407005.96314788,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,744628687.1738255,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,748128900.96908307,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,749307395.34579945,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,750236442.90485549,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,751042943.43545842,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,753865702.0707624,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,753927069.24742389,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,755285255.30094206,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,759399760.06013203,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,759691052.45769119,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,761360694.35765791,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,762528061.60046256,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,765903843.63460624,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,766431771.82437623,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,770109963.11774135,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,770806552.46892524,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,771680339.31137943,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,772582246.80705667,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,773386676.43049061,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,775264536.78401363,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,775913085.07669592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,776521685.41171229,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,777435046.69634569,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,777670406.10523784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,786650701.47719884,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,788369379.98235428,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,790536231.93906438,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,792789018.98499393,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,795226715.49870169,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,801569128.37965751,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,801613121.06423807,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,801707084.36550677,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,805177675.81025147,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,805533423.27296615,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,817699069.6119045,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,820032242.63825607,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,824332219.49753737,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,825008484.4495002,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,825138182.20250618,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,825456813.58821261,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,826786384.83562326,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,827934704.65030658,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,828290389.44929111,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,831461451.32858253,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,835785391.18454528,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,836343265.28226089,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,839098935.09434986,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,844568450.56141579,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,845701019.42538989,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,846070907.45677149,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,847633462.04164147,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,854680624.6145488,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,859030740.39648366,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,859830794.87352931,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,864593622.94288027,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,864846351.42099583,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,868299308.74987841,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,869152177.91288877,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,869518331.58713269,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,870118990.57819903,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,870447164.10922265,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,876725365.09595025,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,877013666.26355731,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,878936601.01044428,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,879971035.87718511,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,880777035.43592978,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,883858559.3280679,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,885268657.52030265,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,887492795.58290339,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,891533070.21243823,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,893482616.15420532,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,897055636.07732975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,900978491.42175543,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,901428193.5275749,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,901445187.75997937,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,901694038.40656674,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,901872920.34388113,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,901942106.4805969,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,902579805.88239968,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,904889948.43592334,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,905275433.71176255,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,906209161.21445119,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,914489042.58951628,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,915365202.7436384,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,917506641.25324786,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,924402682.73269296,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,928383566.22893095,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,928941692.57281744,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,933598065.23372996,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,934695330.94566989,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,935297965.50657213,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,938122314.47627115,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,938122314.47627115,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,938582467.76201916,0.0
